"Name","Self Time","Self Time (CPU)","Total Time","Total Time (CPU)","Hits"
"org.apache.coyote.http11.Http11OutputBuffer.sendHeader ()","93.0 ms (0%)","93.0 ms (0%)","22,214 ms (0%)","22,214 ms (0%)","7"
"org.apache.coyote.AbstractProcessorLight.getIteratorAndClearDispatches ()","91.3 ms (0%)","91.3 ms (0%)","91.3 ms (0%)","91.3 ms (0%)","1"
"org.hibernate.dialect.MariaDBSqlAstTranslator.visitColumnReference ()","88.9 ms (0%)","88.9 ms (0%)","88.9 ms (0%)","88.9 ms (0%)","1"
"org.hibernate.sql.results.graph.collection.internal.SetInitializer.readCollectionRow ()","88.9 ms (0%)","88.9 ms (0%)","6,568 ms (0%)","6,568 ms (0%)","5"
"org.apache.coyote.http11.Http11Processor.service ()","85.9 ms (0%)","85.9 ms (0%)","19,003,541 ms (3.2%)","16,802,242 ms (3.6%)","2,103"
"com.fasterxml.jackson.databind.deser.DeserializerCache._findCachedDeserializer ()","85.9 ms (0%)","85.9 ms (0%)","688 ms (0%)","688 ms (0%)","2"
"org.hibernate.sql.results.jdbc.internal.JdbcValuesSourceProcessingStateStandardImpl.findLoadingCollectionLocally ()","85.9 ms (0%)","85.9 ms (0%)","4,272 ms (0%)","4,272 ms (0%)","2"
"org.hibernate.engine.internal.Collections.processReachableCollection ()","85.9 ms (0%)","85.9 ms (0%)","76,624 ms (0%)","76,624 ms (0%)","29"
"org.jboss.logging.Logger.isDebugEnabled ()","85.9 ms (0%)","85.9 ms (0%)","50,658 ms (0%)","50,658 ms (0%)","17"
"org.mariadb.jdbc.client.result.rowdecoder.BinaryRowDecoder.decodeLong ()","84.6 ms (0%)","84.6 ms (0%)","6,066 ms (0%)","6,066 ms (0%)","4"
"org.hibernate.sql.results.graph.entity.internal.AbstractBatchEntitySelectFetchInitializer.resolveKey ()","84.6 ms (0%)","84.6 ms (0%)","47,236 ms (0%)","47,236 ms (0%)","24"
"org.hibernate.metamodel.model.domain.internal.EntityPersisterConcurrentMap.get ()","81.5 ms (0%)","81.5 ms (0%)","4,475 ms (0%)","4,475 ms (0%)","2"
"jakarta.servlet.http.HttpServletRequestWrapper.getMethod ()","35.4 ms (0%)","35.4 ms (0%)","9,247 ms (0%)","9,247 ms (0%)","15"
"org.mariadb.jdbc.client.result.Result.wasNull ()","17.6 ms (0%)","17.6 ms (0%)","17.6 ms (0%)","17.6 ms (0%)","1"
"io.micrometer.observation.ObservationHandler$FirstMatchingCompositeObservationHandler.onStop ()","13.2 ms (0%)","13.2 ms (0%)","9,432 ms (0%)","9,432 ms (0%)","8"
"com.fasterxml.jackson.databind.ser.std.MapSerializer.serialize ()","12.3 ms (0%)","12.3 ms (0%)","8,741 ms (0%)","8,741 ms (0%)","12"
"org.apache.catalina.connector.Response.getContentLength ()","11.9 ms (0%)","11.9 ms (0%)","11.9 ms (0%)","11.9 ms (0%)","1"
"org.hibernate.query.sqm.tree.domain.SqmBasicValuedSimplePath.getJavaType ()","11.8 ms (0%)","11.8 ms (0%)","11.8 ms (0%)","11.8 ms (0%)","1"
"org.hibernate.sql.results.graph.entity.internal.EntitySelectFetchInitializerBuilder.createInitializer ()","11.8 ms (0%)","11.8 ms (0%)","904 ms (0%)","311 ms (0%)","9"
"org.hibernate.sql.results.graph.entity.AbstractEntityInitializer.takeSnapshot ()","11.8 ms (0%)","11.8 ms (0%)","19,994 ms (0%)","19,994 ms (0%)","13"
"org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run ()","0.0 ms (0%)","0.0 ms (0%)","27,669,568 ms (4.7%)","16,833,354 ms (3.6%)","102"
"org.apache.catalina.connector.Response.isAppCommitted ()","0.0 ms (0%)","0.0 ms (0%)","11.9 ms (0%)","11.9 ms (0%)","1"
"org.apache.catalina.connector.ResponseFacade.isCommitted ()","0.0 ms (0%)","0.0 ms (0%)","11.9 ms (0%)","11.9 ms (0%)","1"
"org.apache.catalina.core.StandardServer.await ()","0.0 ms (0%)","0.0 ms (0%)","289,860 ms (0%)","0.0 ms (0%)","1"
"org.apache.catalina.connector.ResponseFacade.checkCommitted ()","0.0 ms (0%)","0.0 ms (0%)","11.9 ms (0%)","11.9 ms (0%)","1"
"io.netty.util.concurrent.FastThreadLocalRunnable.run ()","0.0 ms (0%)","0.0 ms (0%)","564,814 ms (0.1%)","88,960 ms (0%)","2"
"io.netty.util.HashedWheelTimer$Worker.waitForNextTick ()","0.0 ms (0%)","0.0 ms (0%)","283,053 ms (0%)","0.0 ms (0%)","4"
"org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run ()","0.0 ms (0%)","0.0 ms (0%)","27,089,847 ms (4.6%)","16,833,354 ms (3.6%)","100"
"org.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker ()","0.0 ms (0%)","0.0 ms (0%)","27,089,847 ms (4.6%)","16,833,354 ms (3.6%)","100"
"org.apache.tomcat.util.threads.ThreadPoolExecutor.getTask ()","0.0 ms (0%)","0.0 ms (0%)","8,063,243 ms (1.4%)","8,049 ms (0%)","2,138"
"org.apache.tomcat.util.threads.TaskQueue.take ()","0.0 ms (0%)","0.0 ms (0%)","508,167 ms (0.1%)","201 ms (0%)","244"
"org.apache.catalina.connector.ResponseFacade.resetBuffer ()","0.0 ms (0%)","0.0 ms (0%)","11.9 ms (0%)","11.9 ms (0%)","1"
"org.apache.tomcat.util.net.NioEndpoint$Poller.run ()","0.0 ms (0%)","0.0 ms (0%)","289,860 ms (0%)","49,044 ms (0%)","1"
"jakarta.servlet.ServletResponseWrapper.resetBuffer ()","0.0 ms (0%)","0.0 ms (0%)","11.9 ms (0%)","11.9 ms (0%)","4"
"org.apache.tomcat.util.net.Acceptor.run ()","0.0 ms (0%)","0.0 ms (0%)","289,860 ms (0%)","6,921 ms (0%)","1"
"org.apache.tomcat.util.net.NioEndpoint.serverSocketAccept ()","0.0 ms (0%)","0.0 ms (0%)","283,136 ms (0%)","198 ms (0%)","10"
"org.apache.tomcat.util.net.SocketProcessorBase.run ()","0.0 ms (0%)","0.0 ms (0%)","19,026,102 ms (3.2%)","16,824,804 ms (3.6%)","2,097"
"org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun ()","0.0 ms (0%)","0.0 ms (0%)","19,026,102 ms (3.2%)","16,824,804 ms (3.6%)","2,097"
"org.apache.coyote.AbstractProtocol$ConnectionHandler.process ()","0.0 ms (0%)","0.0 ms (0%)","19,021,890 ms (3.2%)","16,820,592 ms (3.6%)","2,098"
"org.apache.coyote.AbstractProcessorLight.process ()","0.0 ms (0%)","0.0 ms (0%)","19,003,632 ms (3.2%)","16,802,333 ms (3.6%)","2,103"
"org.apache.catalina.connector.CoyoteAdapter.service ()","0.0 ms (0%)","0.0 ms (0%)","18,900,522 ms (3.2%)","16,699,223 ms (3.6%)","2,113"
"org.apache.catalina.core.StandardEngineValve.invoke ()","0.0 ms (0%)","0.0 ms (0%)","18,806,678 ms (3.2%)","16,605,380 ms (3.6%)","2,132"
"org.apache.catalina.core.StandardHostValve.invoke ()","0.0 ms (0%)","0.0 ms (0%)","18,806,172 ms (3.2%)","16,604,874 ms (3.6%)","2,133"
"org.apache.catalina.authenticator.AuthenticatorBase.invoke ()","0.0 ms (0%)","0.0 ms (0%)","18,785,148 ms (3.2%)","16,583,849 ms (3.6%)","2,132"
"org.apache.catalina.core.StandardContextValve.invoke ()","0.0 ms (0%)","0.0 ms (0%)","18,785,148 ms (3.2%)","16,583,849 ms (3.6%)","2,132"
"org.apache.catalina.core.ApplicationFilterChain.doFilter ()","0.0 ms (0%)","0.0 ms (0%)","18,800,991 ms (3.2%)","16,599,692 ms (3.6%)","17,254"
"org.hibernate.query.sqm.sql.BaseSqmToSqlAstConverter.consumeFromClauseCorrelatedRoot ()","0.0 ms (0%)","0.0 ms (0%)","92.7 ms (0%)","92.7 ms (0%)","1"
"org.hibernate.query.sqm.sql.BaseSqmToSqlAstConverter$$Lambda$2144.0x0000000801925160.accept ()","0.0 ms (0%)","0.0 ms (0%)","92.7 ms (0%)","92.7 ms (0%)","1"
"org.apache.catalina.connector.OutputBuffer.toWriteMode ()","0.0 ms (0%)","0.0 ms (0%)","11.8 ms (0%)","11.8 ms (0%)","1"
"io.micrometer.observation.SimpleObservationRegistry.setCurrentObservationScope ()","0.0 ms (0%)","0.0 ms (0%)","387 ms (0%)","387 ms (0%)","1"
"org.hibernate.loader.ast.internal.CollectionBatchLoaderInPredicate.lambda$initializeKeys$0 ()","0.0 ms (0%)","0.0 ms (0%)","84.6 ms (0%)","84.6 ms (0%)","1"
"org.hibernate.loader.ast.internal.CollectionBatchLoaderInPredicate$$Lambda$2923.0x0000000801b4e0b0.createContext ()","0.0 ms (0%)","0.0 ms (0%)","84.6 ms (0%)","84.6 ms (0%)","1"
"org.hibernate.sql.results.internal.ResultsHelper$1.isDynamicInstantiation ()","0.0 ms (0%)","0.0 ms (0%)","200 ms (0%)","200 ms (0%)","1"
"org.hibernate.sql.results.graph.entity.internal.EntitySelectFetchInitializerBuilder.determineBatchMode ()","0.0 ms (0%)","0.0 ms (0%)","200 ms (0%)","200 ms (0%)","1"
"org.mariadb.jdbc.Connection.rollback ()","0.0 ms (0%)","0.0 ms (0%)","200 ms (0%)","0.0 ms (0%)","1"
"com.zaxxer.hikari.pool.ProxyConnection.rollback ()","0.0 ms (0%)","0.0 ms (0%)","200 ms (0%)","0.0 ms (0%)","1"
"com.zaxxer.hikari.pool.HikariProxyConnection.rollback ()","0.0 ms (0%)","0.0 ms (0%)","200 ms (0%)","0.0 ms (0%)","1"
"com.fasterxml.jackson.databind.ser.impl.ReadOnlyClassToSerializerMap.typedValueSerializer ()","0.0 ms (0%)","0.0 ms (0%)","290 ms (0%)","290 ms (0%)","1"
"com.fasterxml.jackson.databind.SerializerProvider.findTypedValueSerializer ()","0.0 ms (0%)","0.0 ms (0%)","290 ms (0%)","290 ms (0%)","1"
"org.hibernate.sql.results.graph.entity.internal.BatchEntitySelectFetchInitializer.getParentInfos ()","0.0 ms (0%)","0.0 ms (0%)","290 ms (0%)","290 ms (0%)","1"
"org.hibernate.sql.results.graph.entity.internal.BatchEntitySelectFetchInitializer.lambda$registerResolutionListener$0 ()","0.0 ms (0%)","0.0 ms (0%)","290 ms (0%)","290 ms (0%)","1"
"org.hibernate.sql.results.graph.entity.internal.BatchEntitySelectFetchInitializer$$Lambda$2898.0x0000000801b45c48.accept ()","0.0 ms (0%)","0.0 ms (0%)","290 ms (0%)","290 ms (0%)","1"
"org.hibernate.sql.results.graph.entity.internal.BatchEntitySelectFetchInitializer.registerResolutionListener ()","0.0 ms (0%)","0.0 ms (0%)","290 ms (0%)","290 ms (0%)","1"
"org.hibernate.internal.SessionImpl$$Lambda$2887.0x0000000801b44618.accept ()","0.0 ms (0%)","0.0 ms (0%)","399 ms (0%)","399 ms (0%)","1"
"org.hibernate.internal.SessionImpl.autoFlushIfRequired ()","0.0 ms (0%)","0.0 ms (0%)","399 ms (0%)","399 ms (0%)","2"
"org.hibernate.sql.ast.spi.SqlExpressionResolver.lambda$resolveSqlExpression$0 ()","0.0 ms (0%)","0.0 ms (0%)","399 ms (0%)","399 ms (0%)","1"
"org.hibernate.sql.ast.spi.SqlExpressionResolver$$Lambda$994.0x0000000801471250.apply ()","0.0 ms (0%)","0.0 ms (0%)","399 ms (0%)","399 ms (0%)","1"
"org.hibernate.query.sqm.sql.internal.SqlAstProcessingStateImpl.resolveSqlExpression ()","0.0 ms (0%)","0.0 ms (0%)","399 ms (0%)","399 ms (0%)","1"
"org.hibernate.query.sqm.sql.BaseSqmToSqlAstConverter$SqmAliasedNodePositionTracker.resolveSqlExpression ()","0.0 ms (0%)","0.0 ms (0%)","399 ms (0%)","399 ms (0%)","1"
"org.hibernate.sql.ast.spi.SqlExpressionResolver.resolveSqlExpression ()","0.0 ms (0%)","0.0 ms (0%)","399 ms (0%)","399 ms (0%)","1"
"org.hibernate.query.sqm.sql.internal.BasicValuedPathInterpretation.from ()","0.0 ms (0%)","0.0 ms (0%)","399 ms (0%)","399 ms (0%)","1"
"org.hibernate.query.sqm.sql.BaseSqmToSqlAstConverter.lambda$visitBasicValuedPath$45 ()","0.0 ms (0%)","0.0 ms (0%)","399 ms (0%)","399 ms (0%)","1"
"org.hibernate.query.sqm.sql.BaseSqmToSqlAstConverter$$Lambda$2152.0x0000000801928c78.get ()","0.0 ms (0%)","0.0 ms (0%)","399 ms (0%)","399 ms (0%)","1"
"org.hibernate.query.sqm.sql.BaseSqmToSqlAstConverter.prepareReusablePath ()","0.0 ms (0%)","0.0 ms (0%)","399 ms (0%)","399 ms (0%)","2"
"org.hibernate.query.sqm.sql.BaseSqmToSqlAstConverter.visitBasicValuedPath ()","0.0 ms (0%)","0.0 ms (0%)","399 ms (0%)","399 ms (0%)","2"
"org.hibernate.query.sqm.tree.domain.SqmBasicValuedSimplePath.accept ()","0.0 ms (0%)","0.0 ms (0%)","399 ms (0%)","399 ms (0%)","1"
"io.jsonwebtoken.lang.Strings.hasText ()","0.0 ms (0%)","0.0 ms (0%)","93.0 ms (0%)","93.0 ms (0%)","2"
"org.hibernate.query.spi.AbstractSelectionQuery.getCallback ()","0.0 ms (0%)","0.0 ms (0%)","93.0 ms (0%)","93.0 ms (0%)","1"
"org.hibernate.query.sqm.internal.SqmJdbcExecutionContextAdapter.getCallback ()","0.0 ms (0%)","0.0 ms (0%)","93.0 ms (0%)","93.0 ms (0%)","1"
"org.hibernate.engine.spi.EntityKey.sameIdentifier ()","0.0 ms (0%)","0.0 ms (0%)","291 ms (0%)","291 ms (0%)","1"
"org.apache.tomcat.websocket.server.WsFilter.doFilter ()","0.0 ms (0%)","0.0 ms (0%)","18,428,485 ms (3.1%)","16,227,186 ms (3.5%)","2,177"
"jakarta.servlet.http.HttpServlet.service ()","0.0 ms (0%)","0.0 ms (0%)","18,447,200 ms (3.1%)","16,245,902 ms (3.5%)","4,370"
"org.hibernate.engine.internal.StatefulPersistenceContext.getEntityHolder ()","0.0 ms (0%)","0.0 ms (0%)","291 ms (0%)","291 ms (0%)","2"
"org.apache.tomcat.util.http.MimeHeaders.getValue ()","0.0 ms (0%)","0.0 ms (0%)","97.4 ms (0%)","97.4 ms (0%)","1"
"org.apache.catalina.connector.Response.getHeader ()","0.0 ms (0%)","0.0 ms (0%)","97.4 ms (0%)","97.4 ms (0%)","1"
"org.apache.catalina.connector.ResponseFacade.getHeader ()","0.0 ms (0%)","0.0 ms (0%)","97.4 ms (0%)","97.4 ms (0%)","1"
"jakarta.servlet.http.HttpServletResponseWrapper.getHeader ()","0.0 ms (0%)","0.0 ms (0%)","97.4 ms (0%)","97.4 ms (0%)","2"
"io.lettuce.core.protocol.CommandExpiryWriter.potentiallyExpire ()","0.0 ms (0%)","0.0 ms (0%)","700 ms (0%)","700 ms (0%)","1"
"org.hibernate.query.sqm.tree.select.SqmJpaCompoundSelection.copy ()","0.0 ms (0%)","0.0 ms (0%)","499 ms (0%)","499 ms (0%)","2"
"org.hibernate.query.sqm.tree.select.SqmSelection.copy ()","0.0 ms (0%)","0.0 ms (0%)","499 ms (0%)","499 ms (0%)","1"
"org.hibernate.query.sqm.tree.select.SqmSelectClause.copy ()","0.0 ms (0%)","0.0 ms (0%)","499 ms (0%)","499 ms (0%)","1"
"org.apache.coyote.Response.addHeader ()","0.0 ms (0%)","0.0 ms (0%)","499 ms (0%)","499 ms (0%)","1"
"com.example.sns_project.controller.AuthController.login ()","0.0 ms (0%)","0.0 ms (0%)","11,080,053 ms (1.9%)","10,896,360 ms (2.3%)","2,002"
"com.example.sns_project.service.AuthService.login ()","0.0 ms (0%)","0.0 ms (0%)","11,080,053 ms (1.9%)","10,896,360 ms (2.3%)","2,002"
"org.apache.catalina.connector.Response.addHeader ()","0.0 ms (0%)","0.0 ms (0%)","499 ms (0%)","499 ms (0%)","2"
"org.apache.catalina.connector.ResponseFacade.addHeader ()","0.0 ms (0%)","0.0 ms (0%)","499 ms (0%)","499 ms (0%)","1"
"org.apache.coyote.http11.filters.IdentityOutputFilter.end ()","0.0 ms (0%)","0.0 ms (0%)","298 ms (0%)","298 ms (0%)","1"
"org.apache.coyote.http11.Http11InputBuffer.nextRequest ()","0.0 ms (0%)","0.0 ms (0%)","298 ms (0%)","298 ms (0%)","1"
"com.example.sns_project.controller.PostController.getPopularPosts ()","0.0 ms (0%)","0.0 ms (0%)","777,891 ms (0.1%)","226,113 ms (0%)","295"
"com.example.sns_project.service.PostService$$SpringCGLIB$$0.getPopularPosts ()","0.0 ms (0%)","0.0 ms (0%)","774,890 ms (0.1%)","223,112 ms (0%)","294"
"com.fasterxml.jackson.databind.util.internal.PrivateMaxEntriesMap.<init> ()","0.0 ms (0%)","0.0 ms (0%)","191 ms (0%)","191 ms (0%)","1"
"com.fasterxml.jackson.databind.util.internal.PrivateMaxEntriesMap$Builder.build ()","0.0 ms (0%)","0.0 ms (0%)","191 ms (0%)","191 ms (0%)","1"
"com.fasterxml.jackson.databind.util.LRUMap.<init> ()","0.0 ms (0%)","0.0 ms (0%)","191 ms (0%)","191 ms (0%)","1"
"com.fasterxml.jackson.databind.ser.SerializerCache.<init> ()","0.0 ms (0%)","0.0 ms (0%)","191 ms (0%)","191 ms (0%)","2"
"com.fasterxml.jackson.databind.SerializerProvider.<init> ()","0.0 ms (0%)","0.0 ms (0%)","191 ms (0%)","191 ms (0%)","1"
"org.hibernate.query.sqm.tree.select.SqmSelectStatement.containsCollectionFetches ()","0.0 ms (0%)","0.0 ms (0%)","191 ms (0%)","191 ms (0%)","2"
"com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer.createRoot ()","0.0 ms (0%)","0.0 ms (0%)","191 ms (0%)","191 ms (0%)","2"
"org.hibernate.sql.ast.tree.expression.ColumnReference.accept ()","0.0 ms (0%)","0.0 ms (0%)","88.9 ms (0%)","88.9 ms (0%)","1"
"org.hibernate.dialect.MariaDBSqlAstTranslator.renderExpressionAsClauseItem ()","0.0 ms (0%)","0.0 ms (0%)","88.9 ms (0%)","88.9 ms (0%)","1"
"org.hibernate.sql.ast.spi.AbstractSqlAstTranslator.renderSelectExpression ()","0.0 ms (0%)","0.0 ms (0%)","88.9 ms (0%)","88.9 ms (0%)","1"
"org.hibernate.sql.ast.spi.AbstractSqlAstTranslator.visitSqlSelectExpression ()","0.0 ms (0%)","0.0 ms (0%)","88.9 ms (0%)","88.9 ms (0%)","1"
"org.hibernate.sql.ast.spi.AbstractSqlAstTranslator.visitSqlSelection ()","0.0 ms (0%)","0.0 ms (0%)","88.9 ms (0%)","88.9 ms (0%)","1"
"org.hibernate.sql.ast.spi.AbstractSqlAstTranslator.visitSqlSelections ()","0.0 ms (0%)","0.0 ms (0%)","88.9 ms (0%)","88.9 ms (0%)","1"
"org.hibernate.sql.ast.spi.AbstractSqlAstTranslator.visitSelectClause ()","0.0 ms (0%)","0.0 ms (0%)","88.9 ms (0%)","88.9 ms (0%)","1"
"org.hibernate.query.sqm.tree.domain.SqmBasicValuedSimplePath.getBindableJavaType ()","0.0 ms (0%)","0.0 ms (0%)","11.8 ms (0%)","11.8 ms (0%)","1"
"org.hibernate.query.spi.QueryParameterBindingValidator.validate ()","0.0 ms (0%)","0.0 ms (0%)","11.8 ms (0%)","11.8 ms (0%)","2"
"org.hibernate.query.internal.QueryParameterBindingImpl.validate ()","0.0 ms (0%)","0.0 ms (0%)","11.8 ms (0%)","11.8 ms (0%)","1"
"io.netty.util.internal.shaded.org.jctools.queues.BaseMpscLinkedArrayQueue.offer ()","0.0 ms (0%)","0.0 ms (0%)","11.8 ms (0%)","11.8 ms (0%)","1"
"io.netty.util.internal.shaded.org.jctools.queues.MpscUnboundedArrayQueue.offer ()","0.0 ms (0%)","0.0 ms (0%)","11.8 ms (0%)","11.8 ms (0%)","1"
"io.lettuce.core.RedisClient.connect ()","0.0 ms (0%)","0.0 ms (0%)","502 ms (0%)","404 ms (0%)","1"
"io.lettuce.core.RedisClient.connectStandaloneAsync ()","0.0 ms (0%)","0.0 ms (0%)","404 ms (0%)","404 ms (0%)","1"
"io.lettuce.core.RedisClient.newStatefulRedisConnection ()","0.0 ms (0%)","0.0 ms (0%)","200 ms (0%)","200 ms (0%)","1"
"io.lettuce.core.StatefulRedisConnectionImpl.<init> ()","0.0 ms (0%)","0.0 ms (0%)","200 ms (0%)","200 ms (0%)","1"
"io.lettuce.core.StatefulRedisConnectionImpl.newRedisAsyncCommandsImpl ()","0.0 ms (0%)","0.0 ms (0%)","105 ms (0%)","105 ms (0%)","1"
"io.lettuce.core.RedisAsyncCommandsImpl.<init> ()","0.0 ms (0%)","0.0 ms (0%)","105 ms (0%)","105 ms (0%)","1"
"io.lettuce.core.AbstractRedisAsyncCommands.<init> ()","0.0 ms (0%)","0.0 ms (0%)","105 ms (0%)","105 ms (0%)","1"
"io.netty.util.concurrent.SingleThreadEventExecutor.offerTask ()","0.0 ms (0%)","0.0 ms (0%)","11.8 ms (0%)","11.8 ms (0%)","1"
"io.lettuce.core.StatefulRedisConnectionImpl.newRedisSyncCommandsImpl ()","0.0 ms (0%)","0.0 ms (0%)","95.6 ms (0%)","95.6 ms (0%)","1"
"io.lettuce.core.RedisChannelHandler.syncHandler ()","0.0 ms (0%)","0.0 ms (0%)","95.6 ms (0%)","95.6 ms (0%)","1"
"io.netty.util.concurrent.SingleThreadEventExecutor.addTask ()","0.0 ms (0%)","0.0 ms (0%)","11.8 ms (0%)","11.8 ms (0%)","1"
"io.lettuce.core.RedisClient.connectStatefulAsync ()","0.0 ms (0%)","0.0 ms (0%)","203 ms (0%)","203 ms (0%)","1"
"io.lettuce.core.AbstractRedisClient.connectionBuilder ()","0.0 ms (0%)","0.0 ms (0%)","101 ms (0%)","101 ms (0%)","1"
"io.netty.buffer.ByteBufAllocator.<clinit> ()","0.0 ms (0%)","0.0 ms (0%)","101 ms (0%)","101 ms (0%)","1"
"io.netty.buffer.ByteBufUtil.<clinit> ()","0.0 ms (0%)","0.0 ms (0%)","101 ms (0%)","101 ms (0%)","1"
"io.netty.buffer.PooledByteBufAllocator.<clinit> ()","0.0 ms (0%)","0.0 ms (0%)","101 ms (0%)","101 ms (0%)","1"
"io.netty.buffer.PooledByteBufAllocator.<init> ()","0.0 ms (0%)","0.0 ms (0%)","101 ms (0%)","101 ms (0%)","4"
"io.netty.buffer.PooledByteBufAllocator.newArenaArray ()","0.0 ms (0%)","0.0 ms (0%)","101 ms (0%)","101 ms (0%)","1"
"io.lettuce.core.AbstractRedisClient.initializeChannelAsync ()","0.0 ms (0%)","0.0 ms (0%)","102 ms (0%)","102 ms (0%)","1"
"reactor.core.publisher.Mono.subscribe ()","0.0 ms (0%)","0.0 ms (0%)","102 ms (0%)","102 ms (0%)","4"
"reactor.core.publisher.Mono.subscribeWith ()","0.0 ms (0%)","0.0 ms (0%)","102 ms (0%)","102 ms (0%)","1"
"reactor.core.publisher.MonoDefer.subscribe ()","0.0 ms (0%)","0.0 ms (0%)","102 ms (0%)","102 ms (0%)","1"
"reactor.core.publisher.MonoCallable.subscribe ()","0.0 ms (0%)","0.0 ms (0%)","102 ms (0%)","102 ms (0%)","1"
"reactor.core.publisher.FluxPeekFuseable$PeekConditionalSubscriber.onSubscribe ()","0.0 ms (0%)","0.0 ms (0%)","102 ms (0%)","102 ms (0%)","1"
"reactor.core.publisher.MonoPeekTerminal$MonoTerminalPeekSubscriber.onSubscribe ()","0.0 ms (0%)","0.0 ms (0%)","102 ms (0%)","102 ms (0%)","1"
"reactor.core.publisher.FluxPeekFuseable$PeekFuseableSubscriber.onSubscribe ()","0.0 ms (0%)","0.0 ms (0%)","102 ms (0%)","102 ms (0%)","1"
"reactor.core.publisher.LambdaMonoSubscriber.onSubscribe ()","0.0 ms (0%)","0.0 ms (0%)","102 ms (0%)","102 ms (0%)","1"
"reactor.core.publisher.FluxPeekFuseable$PeekFuseableSubscriber.request ()","0.0 ms (0%)","0.0 ms (0%)","102 ms (0%)","102 ms (0%)","1"
"reactor.core.publisher.MonoPeekTerminal$MonoTerminalPeekSubscriber.request ()","0.0 ms (0%)","0.0 ms (0%)","102 ms (0%)","102 ms (0%)","1"
"reactor.core.publisher.FluxPeekFuseable$PeekConditionalSubscriber.request ()","0.0 ms (0%)","0.0 ms (0%)","102 ms (0%)","102 ms (0%)","1"
"reactor.core.publisher.MonoCallable$MonoCallableSubscription.request ()","0.0 ms (0%)","0.0 ms (0%)","102 ms (0%)","102 ms (0%)","1"
"reactor.core.publisher.FluxPeekFuseable$PeekConditionalSubscriber.onNext ()","0.0 ms (0%)","0.0 ms (0%)","102 ms (0%)","102 ms (0%)","1"
"reactor.core.publisher.MonoPeekTerminal$MonoTerminalPeekSubscriber.onNext ()","0.0 ms (0%)","0.0 ms (0%)","102 ms (0%)","102 ms (0%)","1"
"reactor.core.publisher.FluxPeekFuseable$PeekFuseableSubscriber.onNext ()","0.0 ms (0%)","0.0 ms (0%)","102 ms (0%)","102 ms (0%)","1"
"reactor.core.publisher.LambdaMonoSubscriber.onNext ()","0.0 ms (0%)","0.0 ms (0%)","102 ms (0%)","102 ms (0%)","1"
"io.lettuce.core.AbstractRedisClient$$Lambda$2544.0x0000000801ab88d8.accept ()","0.0 ms (0%)","0.0 ms (0%)","102 ms (0%)","102 ms (0%)","1"
"io.lettuce.core.AbstractRedisClient.lambda$initializeChannelAsync$2 ()","0.0 ms (0%)","0.0 ms (0%)","102 ms (0%)","102 ms (0%)","1"
"io.lettuce.core.AbstractRedisClient.initializeChannelAsync0 ()","0.0 ms (0%)","0.0 ms (0%)","102 ms (0%)","102 ms (0%)","1"
"io.netty.bootstrap.Bootstrap.connect ()","0.0 ms (0%)","0.0 ms (0%)","102 ms (0%)","102 ms (0%)","1"
"io.netty.bootstrap.Bootstrap.doResolveAndConnect ()","0.0 ms (0%)","0.0 ms (0%)","102 ms (0%)","102 ms (0%)","1"
"io.netty.bootstrap.AbstractBootstrap.initAndRegister ()","0.0 ms (0%)","0.0 ms (0%)","102 ms (0%)","102 ms (0%)","1"
"io.netty.channel.ReflectiveChannelFactory.newChannel ()","0.0 ms (0%)","0.0 ms (0%)","102 ms (0%)","102 ms (0%)","1"
"io.jsonwebtoken.impl.JwtMap.setValue ()","0.0 ms (0%)","0.0 ms (0%)","183 ms (0%)","183 ms (0%)","1"
"io.jsonwebtoken.impl.DefaultClaims.setSubject ()","0.0 ms (0%)","0.0 ms (0%)","183 ms (0%)","183 ms (0%)","1"
"io.jsonwebtoken.impl.DefaultJwtBuilder.setSubject ()","0.0 ms (0%)","0.0 ms (0%)","183 ms (0%)","183 ms (0%)","1"
"io.netty.channel.socket.nio.NioSocketChannel.<init> ()","0.0 ms (0%)","0.0 ms (0%)","102 ms (0%)","102 ms (0%)","5"
"io.netty.channel.nio.AbstractNioByteChannel.<init> ()","0.0 ms (0%)","0.0 ms (0%)","102 ms (0%)","102 ms (0%)","1"
"io.netty.channel.nio.AbstractNioChannel.<init> ()","0.0 ms (0%)","0.0 ms (0%)","102 ms (0%)","102 ms (0%)","1"
"io.netty.channel.AbstractChannel.<init> ()","0.0 ms (0%)","0.0 ms (0%)","102 ms (0%)","102 ms (0%)","1"
"io.netty.channel.AbstractChannel.newId ()","0.0 ms (0%)","0.0 ms (0%)","102 ms (0%)","102 ms (0%)","1"
"io.netty.channel.DefaultChannelId.<clinit> ()","0.0 ms (0%)","0.0 ms (0%)","102 ms (0%)","102 ms (0%)","1"
"io.netty.util.internal.MacAddressUtil.defaultMachineId ()","0.0 ms (0%)","0.0 ms (0%)","102 ms (0%)","102 ms (0%)","1"
"io.netty.util.internal.MacAddressUtil.bestAvailableMac ()","0.0 ms (0%)","0.0 ms (0%)","102 ms (0%)","102 ms (0%)","1"
