"Name","Self Time","Self Time (CPU)","Total Time","Total Time (CPU)","Hits"
"org.hibernate.engine.internal.StatefulPersistenceContext.addEntry ()","902 ms (0.1%)","902 ms (0.1%)","18,733 ms (0%)","18,733 ms (0%)","24"
"org.hibernate.sql.ast.spi.AbstractSqlAstTranslator.renderOrderBy ()","902 ms (0.1%)","902 ms (0.1%)","902 ms (0%)","902 ms (0%)","1"
"org.hibernate.query.sqm.internal.SqmUtil$ParameterResolutionsImpl.<init> ()","900 ms (0.1%)","900 ms (0.1%)","1,918 ms (0%)","1,918 ms (0%)","2"
"org.apache.coyote.http11.Http11InputBuffer.parseHeader ()","897 ms (0.1%)","897 ms (0.1%)","897 ms (0%)","897 ms (0%)","1"
"org.hibernate.dialect.MariaDBSqlAstTranslator.renderExpressionAsClauseItem ()","897 ms (0.1%)","897 ms (0.1%)","897 ms (0%)","897 ms (0%)","1"
"io.micrometer.core.instrument.observation.DefaultMeterObservationHandler.createTags ()","897 ms (0.1%)","897 ms (0.1%)","2,485 ms (0%)","2,485 ms (0%)","4"
"org.hibernate.resource.transaction.backend.jdbc.internal.JdbcResourceLocalTransactionCoordinatorImpl.<init> ()","897 ms (0.1%)","897 ms (0.1%)","897 ms (0%)","897 ms (0%)","1"
"org.hibernate.sql.results.graph.entity.AbstractEntityResultGraphNode.getResultJavaType ()","897 ms (0.1%)","897 ms (0.1%)","897 ms (0%)","897 ms (0%)","1"
"org.hibernate.sql.results.graph.entity.AbstractEntityInitializer.registerLoadingEntity ()","897 ms (0.1%)","897 ms (0.1%)","2,741 ms (0%)","2,741 ms (0%)","3"
"org.hibernate.query.results.implicit.ImplicitFetchBuilderBasic.buildFetch ()","892 ms (0.1%)","892 ms (0.1%)","892 ms (0%)","892 ms (0%)","2"
"org.hibernate.engine.spi.ActionQueue.registerCleanupActions ()","888 ms (0.1%)","888 ms (0.1%)","888 ms (0%)","888 ms (0%)","1"
"io.netty.channel.ChannelOutboundBuffer.nioBuffers ()","886 ms (0.1%)","886 ms (0.1%)","886 ms (0%)","886 ms (0%)","1"
"org.apache.catalina.core.StandardWrapper.deallocate ()","886 ms (0.1%)","886 ms (0.1%)","886 ms (0%)","886 ms (0%)","1"
"org.hibernate.query.spi.AbstractSelectionQuery.beforeQuery ()","886 ms (0.1%)","886 ms (0.1%)","886 ms (0%)","886 ms (0%)","1"
"io.micrometer.observation.SimpleObservation.start ()","884 ms (0.1%)","884 ms (0.1%)","8,586 ms (0%)","8,586 ms (0%)","10"
"org.hibernate.persister.entity.AbstractEntityPersister.load ()","883 ms (0.1%)","883 ms (0.1%)","72,359 ms (0%)","31,372 ms (0%)","82"
"org.apache.tomcat.util.net.SocketWrapperBase.flush ()","880 ms (0.1%)","880 ms (0.1%)","7,876 ms (0%)","7,876 ms (0%)","12"
"org.apache.catalina.core.StandardHostValve.invoke ()","878 ms (0.1%)","878 ms (0.1%)","46,577,417 ms (2.8%)","2,684,476 ms (3.1%)","9,680"
"org.apache.coyote.AbstractProtocol$RecycledProcessors.pop ()","878 ms (0.1%)","878 ms (0.1%)","1,830 ms (0%)","1,830 ms (0%)","2"
"org.hibernate.spi.NavigablePath.<init> ()","877 ms (0.1%)","877 ms (0.1%)","877 ms (0%)","877 ms (0%)","2"
"jakarta.servlet.ServletRequestWrapper.getContentType ()","841 ms (0.1%)","841 ms (0.1%)","841 ms (0%)","841 ms (0%)","4"
"org.hibernate.engine.spi.CascadeStyles$BaseCascadeStyle.reallyDoCascade ()","833 ms (0.1%)","833 ms (0.1%)","833 ms (0%)","833 ms (0%)","1"
"com.fasterxml.jackson.databind.introspect.AnnotatedClassResolver._addSuperTypes ()","823 ms (0.1%)","823 ms (0.1%)","1,426 ms (0%)","1,426 ms (0%)","4"
"org.hibernate.sql.results.jdbc.internal.JdbcValuesResultSetImpl.advanceNext ()","800 ms (0.1%)","800 ms (0.1%)","7,658,663 ms (0.5%)","105,406 ms (0.1%)","3,446"
"org.hibernate.sql.results.graph.collection.internal.AbstractCollectionInitializer.resolveKey ()","800 ms (0.1%)","800 ms (0.1%)","28,331 ms (0%)","28,331 ms (0%)","44"
"org.hibernate.sql.results.graph.entity.AbstractEntityInitializer.initializeEntity ()","799 ms (0.1%)","799 ms (0.1%)","207,533 ms (0%)","207,533 ms (0.2%)","261"
"io.micrometer.core.instrument.distribution.TimeWindowMax.updateMax ()","793 ms (0.1%)","793 ms (0.1%)","793 ms (0%)","793 ms (0%)","1"
"org.hibernate.sql.exec.internal.CallbackImpl.hasAfterLoadActions ()","787 ms (0.1%)","787 ms (0.1%)","787 ms (0%)","787 ms (0%)","1"
"io.netty.util.HashedWheelTimer$HashedWheelTimeout.remove ()","783 ms (0.1%)","783 ms (0.1%)","783 ms (0%)","783 ms (0%)","1"
"io.netty.util.HashedWheelTimer$Worker.transferTimeoutsToBuckets ()","774 ms (0.1%)","774 ms (0.1%)","774 ms (0%)","774 ms (0%)","1"
"org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","711 ms (0.1%)","711 ms (0.1%)","46,570,404 ms (2.8%)","2,677,463 ms (3.1%)","77,688"
"com.zaxxer.hikari.pool.PoolBase$MetricsTrackerDelegate.recordBorrowStats ()","711 ms (0.1%)","711 ms (0.1%)","711 ms (0%)","711 ms (0%)","1"
"org.hibernate.type.SetType.instantiate ()","710 ms (0.1%)","710 ms (0.1%)","710 ms (0%)","710 ms (0%)","1"
"io.micrometer.core.instrument.Tags.of ()","710 ms (0.1%)","710 ms (0.1%)","2,641 ms (0%)","2,641 ms (0%)","4"
"org.apache.coyote.Response.checkSpecialHeader ()","710 ms (0.1%)","710 ms (0.1%)","710 ms (0%)","710 ms (0%)","1"
"org.apache.coyote.AbstractProtocol$ConnectionHandler.process ()","709 ms (0.1%)","709 ms (0.1%)","46,595,482 ms (2.8%)","2,702,541 ms (3.1%)","9,669"
"org.apache.tomcat.util.http.ValuesEnumerator.findNext ()","699 ms (0.1%)","699 ms (0.1%)","699 ms (0%)","699 ms (0%)","1"
"jakarta.servlet.http.HttpServletResponseWrapper.containsHeader ()","696 ms (0.1%)","696 ms (0.1%)","696 ms (0%)","696 ms (0%)","4"
"org.hibernate.metamodel.mapping.AttributeMapping.findContainingEntityMapping ()","689 ms (0.1%)","689 ms (0.1%)","689 ms (0%)","689 ms (0%)","1"
"org.jboss.logging.DelegatingBasicLogger.tracef ()","620 ms (0.1%)","620 ms (0.1%)","620 ms (0%)","620 ms (0%)","1"
"io.micrometer.core.instrument.distribution.TimeWindowMax.record ()","620 ms (0.1%)","620 ms (0.1%)","1,414 ms (0%)","1,414 ms (0%)","4"
"org.apache.coyote.http11.filters.IdentityInputFilter.setRequest ()","608 ms (0.1%)","608 ms (0.1%)","608 ms (0%)","608 ms (0%)","1"
"com.fasterxml.jackson.core.io.NumberOutput.outputLong ()","608 ms (0.1%)","608 ms (0.1%)","1,813 ms (0%)","1,813 ms (0%)","2"
"org.hibernate.sql.exec.spi.JdbcParameterBindings.registerParametersForEachJdbcValue ()","603 ms (0.1%)","603 ms (0.1%)","603 ms (0%)","603 ms (0%)","2"
"com.fasterxml.jackson.databind.type.TypeBindings.createIfNeeded ()","603 ms (0.1%)","603 ms (0.1%)","603 ms (0%)","603 ms (0%)","1"
"io.micrometer.core.instrument.Timer$Builder.register ()","603 ms (0.1%)","603 ms (0.1%)","603 ms (0%)","603 ms (0%)","2"
"com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer$TableInfo.createInitial ()","603 ms (0.1%)","603 ms (0.1%)","603 ms (0%)","603 ms (0%)","1"
"org.hibernate.engine.internal.MutableEntityEntryFactory.createEntityEntry ()","603 ms (0.1%)","603 ms (0.1%)","603 ms (0%)","603 ms (0%)","1"
"org.hibernate.engine.internal.StatefulPersistenceContext.addCollection ()","603 ms (0.1%)","603 ms (0.1%)","42,317 ms (0%)","42,317 ms (0%)","55"
"com.fasterxml.jackson.databind.introspect.AnnotatedClassResolver.resolve ()","603 ms (0.1%)","603 ms (0.1%)","3,240 ms (0%)","3,240 ms (0%)","5"
"org.hibernate.sql.results.graph.internal.ImmutableFetchList.get ()","602 ms (0.1%)","602 ms (0.1%)","602 ms (0%)","602 ms (0%)","1"
"com.fasterxml.jackson.databind.type.TypeFactory._fromAny ()","602 ms (0.1%)","602 ms (0.1%)","8,042 ms (0%)","8,042 ms (0%)","9"
"com.fasterxml.jackson.databind.deser.std.BaseNodeDeserializer._deserializeContainerNoRecursion ()","591 ms (0.1%)","591 ms (0.1%)","591 ms (0%)","591 ms (0%)","1"
"org.hibernate.query.spi.AbstractSelectionQuery.visitQueryReturnType ()","590 ms (0.1%)","590 ms (0.1%)","590 ms (0%)","590 ms (0%)","1"
"com.example.sns_project.service.CommentService.getRootComments ()","585 ms (0.1%)","585 ms (0.1%)","122,672 ms (0%)","46,933 ms (0.1%)","158"
"jakarta.servlet.ServletRequestWrapper.getDispatcherType ()","584 ms (0.1%)","584 ms (0.1%)","584 ms (0%)","584 ms (0%)","3"
"com.zaxxer.hikari.pool.ProxyFactory.getProxyConnection ()","578 ms (0.1%)","578 ms (0.1%)","578 ms (0%)","578 ms (0%)","1"
"org.apache.catalina.core.StandardContextValve.invoke ()","565 ms (0.1%)","565 ms (0.1%)","46,574,283 ms (2.8%)","2,681,343 ms (3.1%)","9,683"
"com.example.sns_project.service.PostService.unlikePost ()","531 ms (0.1%)","531 ms (0.1%)","607,909 ms (0%)","538,106 ms (0.6%)","678"
"org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun ()","510 ms (0.1%)","510 ms (0.1%)","46,597,078 ms (2.8%)","2,704,138 ms (3.1%)","9,668"
"io.micrometer.common.KeyValues.dedup ()","503 ms (0.1%)","503 ms (0.1%)","503 ms (0%)","503 ms (0%)","1"
"com.fasterxml.jackson.databind.deser.DeserializerCache._createDeserializer ()","501 ms (0.1%)","501 ms (0.1%)","6,963 ms (0%)","6,963 ms (0%)","9"
"org.hibernate.engine.jdbc.mutation.internal.PreparedStatementGroupSingleTable.forEachStatement ()","492 ms (0.1%)","492 ms (0.1%)","7,469 ms (0%)","2,650 ms (0%)","11"
"io.netty.channel.DefaultChannelPromise.addListener ()","411 ms (0.1%)","411 ms (0.1%)","411 ms (0%)","411 ms (0%)","1"
"org.hibernate.engine.internal.Cascade.cascadeAssociation ()","411 ms (0.1%)","411 ms (0.1%)","28,654 ms (0%)","28,654 ms (0%)","57"
"org.hibernate.query.sqm.internal.SqmJdbcExecutionContextAdapter.getCallback ()","411 ms (0.1%)","411 ms (0.1%)","2,183 ms (0%)","2,183 ms (0%)","3"
"io.micrometer.core.instrument.Counter$Builder.register ()","411 ms (0.1%)","411 ms (0.1%)","2,937 ms (0%)","2,937 ms (0%)","8"
"io.micrometer.core.instrument.Tags.hashCode ()","410 ms (0.1%)","410 ms (0.1%)","410 ms (0%)","410 ms (0%)","1"
"io.micrometer.common.KeyValues.iterator ()","410 ms (0.1%)","410 ms (0.1%)","410 ms (0%)","410 ms (0%)","1"
"org.hibernate.sql.exec.internal.JdbcSelectExecutorStandardImpl.doExecuteQuery ()","399 ms (0.1%)","399 ms (0.1%)","8,284,514 ms (0.5%)","725,977 ms (0.8%)","4,300"
"org.hibernate.event.internal.AbstractFlushingEventListener$$Lambda$2785.0x0000000801b53d70.accept ()","373 ms (0.1%)","373 ms (0.1%)","84,997 ms (0%)","84,997 ms (0.1%)","118"
"org.hibernate.loader.ast.internal.CollectionLoaderSingleKey$CollectionLoaderSingleKeyExecutionContext.registerLoadingEntityHolder ()","297 ms (0%)","297 ms (0%)","297 ms (0%)","297 ms (0%)","1"
"io.netty.util.concurrent.AbstractScheduledEventExecutor.getCurrentTimeNanos ()","296 ms (0%)","296 ms (0%)","296 ms (0%)","296 ms (0%)","1"
"io.micrometer.core.instrument.internal.DefaultLongTaskTimer$SampleImpl.stop ()","295 ms (0%)","295 ms (0%)","295 ms (0%)","295 ms (0%)","1"
"org.hibernate.sql.results.internal.ResultsHelper$1.isScrollResult ()","294 ms (0%)","294 ms (0%)","294 ms (0%)","294 ms (0%)","1"
"com.fasterxml.jackson.databind.SerializerProvider._findExplicitUntypedSerializer ()","293 ms (0%)","293 ms (0%)","293 ms (0%)","293 ms (0%)","1"
"org.antlr.v4.runtime.CodePointCharStream$CodePoint8BitCharStream.getText ()","291 ms (0%)","291 ms (0%)","291 ms (0%)","291 ms (0%)","1"
"org.hibernate.internal.util.collections.BoundedConcurrentHashMap.get ()","274 ms (0%)","274 ms (0%)","480 ms (0%)","480 ms (0%)","2"
"com.fasterxml.jackson.core.json.UTF8JsonGenerator._writeStringSegment2 ()","203 ms (0%)","203 ms (0%)","203 ms (0%)","203 ms (0%)","1"
"org.hibernate.metamodel.mapping.internal.MappingModelCreationHelper$1.deepCopy ()","203 ms (0%)","203 ms (0%)","203 ms (0%)","203 ms (0%)","1"
"org.hibernate.dialect.Dialect.addSqlHintOrComment ()","115 ms (0%)","115 ms (0%)","115 ms (0%)","115 ms (0%)","1"
"org.hibernate.internal.AbstractSharedSessionContract.getTransaction ()","109 ms (0%)","109 ms (0%)","109 ms (0%)","109 ms (0%)","1"
"org.hibernate.engine.internal.ForeignKeys.getEntityIdentifierIfNotUnsaved ()","109 ms (0%)","109 ms (0%)","1,014 ms (0%)","1,014 ms (0%)","2"
"com.example.sns_project.model.User.<init> ()","104 ms (0%)","104 ms (0%)","104 ms (0%)","104 ms (0%)","1"
"org.hibernate.sql.results.graph.collection.internal.SelectEagerCollectionInitializer.resolveInstance ()","95.6 ms (0%)","95.6 ms (0%)","3,139 ms (0%)","3,139 ms (0%)","5"
"org.hibernate.event.internal.FlushVisitor.processCollection ()","86.3 ms (0%)","86.3 ms (0%)","26,409 ms (0%)","26,409 ms (0%)","38"
"org.hibernate.type.TypeHelper.replace ()","47.8 ms (0%)","47.8 ms (0%)","7,685 ms (0%)","7,685 ms (0%)","14"
"org.hibernate.sql.results.graph.entity.AbstractEntityInitializer.resolveInstance ()","20.6 ms (0%)","20.6 ms (0%)","55,507 ms (0%)","55,507 ms (0.1%)","92"
"org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run ()","0.0 ms (0%)","0.0 ms (0%)","60,226,157 ms (3.7%)","2,711,908 ms (3.1%)","202"
"com.fasterxml.jackson.databind.introspect.BasicClassIntrospector.forDeserialization ()","0.0 ms (0%)","0.0 ms (0%)","603 ms (0%)","603 ms (0%)","2"
"com.fasterxml.jackson.databind.DeserializationConfig.introspect ()","0.0 ms (0%)","0.0 ms (0%)","603 ms (0%)","603 ms (0%)","1"
"org.apache.catalina.core.StandardServer.await ()","0.0 ms (0%)","0.0 ms (0%)","298,137 ms (0%)","0.0 ms (0%)","1"
"com.fasterxml.jackson.databind.util.internal.PrivateMaxEntriesMap.put ()","0.0 ms (0%)","0.0 ms (0%)","603 ms (0%)","603 ms (0%)","2"
"io.netty.util.concurrent.FastThreadLocalRunnable.run ()","0.0 ms (0%)","0.0 ms (0%)","596,275 ms (0%)","16,438 ms (0%)","2"
"io.netty.util.HashedWheelTimer$Worker.waitForNextTick ()","0.0 ms (0%)","0.0 ms (0%)","294,369 ms (0%)","0.0 ms (0%)","4"
"org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run ()","0.0 ms (0%)","0.0 ms (0%)","59,629,882 ms (3.6%)","2,711,908 ms (3.1%)","200"
"org.apache.tomcat.util.net.SocketProcessorBase.run ()","0.0 ms (0%)","0.0 ms (0%)","46,597,078 ms (2.8%)","2,704,138 ms (3.1%)","9,668"
"org.apache.coyote.AbstractProcessorLight.process ()","0.0 ms (0%)","0.0 ms (0%)","46,590,356 ms (2.8%)","2,697,415 ms (3.1%)","9,673"
"org.apache.coyote.http11.Http11Processor.service ()","0.0 ms (0%)","0.0 ms (0%)","46,590,356 ms (2.8%)","2,697,415 ms (3.1%)","9,673"
"org.apache.catalina.connector.CoyoteAdapter.service ()","0.0 ms (0%)","0.0 ms (0%)","46,580,024 ms (2.8%)","2,687,084 ms (3.1%)","9,678"
"org.apache.catalina.core.StandardEngineValve.invoke ()","0.0 ms (0%)","0.0 ms (0%)","46,577,417 ms (2.8%)","2,684,476 ms (3.1%)","9,680"
"org.apache.catalina.valves.ErrorReportValve.invoke ()","0.0 ms (0%)","0.0 ms (0%)","46,577,417 ms (2.8%)","2,684,476 ms (3.1%)","9,680"
"org.apache.catalina.core.ApplicationFilterChain.doFilter ()","0.0 ms (0%)","0.0 ms (0%)","46,570,404 ms (2.8%)","2,677,463 ms (3.1%)","77,688"
"com.fasterxml.jackson.databind.util.LRUMap.put ()","0.0 ms (0%)","0.0 ms (0%)","603 ms (0%)","603 ms (0%)","1"
"com.fasterxml.jackson.databind.type.TypeFactory.constructMapType ()","0.0 ms (0%)","0.0 ms (0%)","603 ms (0%)","603 ms (0%)","1"
"com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer.<init> ()","0.0 ms (0%)","0.0 ms (0%)","603 ms (0%)","603 ms (0%)","1"
"com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer.createRoot ()","0.0 ms (0%)","0.0 ms (0%)","603 ms (0%)","603 ms (0%)","2"
"com.fasterxml.jackson.core.JsonFactory.<init> ()","0.0 ms (0%)","0.0 ms (0%)","603 ms (0%)","603 ms (0%)","1"
"com.fasterxml.jackson.databind.MappingJsonFactory.<init> ()","0.0 ms (0%)","0.0 ms (0%)","603 ms (0%)","603 ms (0%)","1"
"com.fasterxml.jackson.databind.ObjectMapper.<init> ()","0.0 ms (0%)","0.0 ms (0%)","603 ms (0%)","603 ms (0%)","2"
"io.jsonwebtoken.impl.DefaultJwtParser.<init> ()","0.0 ms (0%)","0.0 ms (0%)","603 ms (0%)","603 ms (0%)","1"
"io.jsonwebtoken.Jwts.parser ()","0.0 ms (0%)","0.0 ms (0%)","603 ms (0%)","603 ms (0%)","1"
"com.fasterxml.jackson.databind.type.TypeBase.getInterfaces ()","0.0 ms (0%)","0.0 ms (0%)","603 ms (0%)","603 ms (0%)","1"
"org.hibernate.engine.internal.StatefulPersistenceContext$1.prepareNext ()","0.0 ms (0%)","0.0 ms (0%)","90.9 ms (0%)","90.9 ms (0%)","1"
"org.hibernate.engine.internal.StatefulPersistenceContext.managedEntitiesIterator ()","0.0 ms (0%)","0.0 ms (0%)","90.9 ms (0%)","90.9 ms (0%)","1"
"com.fasterxml.jackson.core.json.UTF8JsonGenerator._writeStringSegment ()","0.0 ms (0%)","0.0 ms (0%)","203 ms (0%)","203 ms (0%)","1"
"com.fasterxml.jackson.core.json.UTF8JsonGenerator.writeString ()","0.0 ms (0%)","0.0 ms (0%)","203 ms (0%)","203 ms (0%)","1"
"com.fasterxml.jackson.databind.ser.std.StringSerializer.serialize ()","0.0 ms (0%)","0.0 ms (0%)","203 ms (0%)","203 ms (0%)","1"
"org.hibernate.sql.results.graph.entity.AbstractEntityInitializer.copy ()","0.0 ms (0%)","0.0 ms (0%)","203 ms (0%)","203 ms (0%)","1"
"org.hibernate.internal.util.collections.BoundedConcurrentHashMap$LIRS.onEntryHit ()","0.0 ms (0%)","0.0 ms (0%)","206 ms (0%)","206 ms (0%)","1"
"org.hibernate.internal.util.collections.BoundedConcurrentHashMap$Segment.get ()","0.0 ms (0%)","0.0 ms (0%)","206 ms (0%)","206 ms (0%)","1"
"org.hibernate.query.internal.QueryInterpretationCacheStandardImpl.resolveNativeQueryParameters ()","0.0 ms (0%)","0.0 ms (0%)","206 ms (0%)","206 ms (0%)","1"
"org.hibernate.query.sql.internal.NativeQueryImpl.resolveParameterInterpretation ()","0.0 ms (0%)","0.0 ms (0%)","206 ms (0%)","206 ms (0%)","1"
"org.hibernate.query.sql.internal.NativeQueryImpl.<init> ()","0.0 ms (0%)","0.0 ms (0%)","206 ms (0%)","206 ms (0%)","1"
"org.apache.tomcat.util.buf.B2CConverter.getCharset ()","0.0 ms (0%)","0.0 ms (0%)","194 ms (0%)","194 ms (0%)","1"
"org.apache.catalina.connector.Request.setCharacterEncoding ()","0.0 ms (0%)","0.0 ms (0%)","194 ms (0%)","194 ms (0%)","1"
"org.apache.catalina.connector.RequestFacade.setCharacterEncoding ()","0.0 ms (0%)","0.0 ms (0%)","194 ms (0%)","194 ms (0%)","1"
"org.hibernate.metamodel.model.domain.internal.EntityPersisterConcurrentMap.get ()","0.0 ms (0%)","0.0 ms (0%)","100 ms (0%)","100 ms (0%)","1"
"org.hibernate.metamodel.model.domain.internal.MappingMetamodelImpl.getEntityDescriptor ()","0.0 ms (0%)","0.0 ms (0%)","100 ms (0%)","100 ms (0%)","1"
"org.hibernate.internal.SessionImpl.getEntityPersister ()","0.0 ms (0%)","0.0 ms (0%)","100 ms (0%)","100 ms (0%)","1"
"org.hibernate.query.internal.QueryInterpretationCacheStandardImpl.resolveHqlInterpretation ()","0.0 ms (0%)","0.0 ms (0%)","274 ms (0%)","274 ms (0%)","1"
"org.hibernate.internal.AbstractSharedSessionContract.interpretHql ()","0.0 ms (0%)","0.0 ms (0%)","274 ms (0%)","274 ms (0%)","1"
"org.hibernate.resource.jdbc.internal.AbstractLogicalConnectionImplementor.afterTransaction ()","0.0 ms (0%)","0.0 ms (0%)","402 ms (0%)","402 ms (0%)","1"
"org.hibernate.resource.jdbc.internal.LogicalConnectionManagedImpl.afterTransaction ()","0.0 ms (0%)","0.0 ms (0%)","402 ms (0%)","402 ms (0%)","1"
"org.apache.tomcat.websocket.server.WsFilter.doFilter ()","0.0 ms (0%)","0.0 ms (0%)","46,506,718 ms (2.8%)","2,613,778 ms (3%)","9,739"
"jakarta.servlet.http.HttpServlet.service ()","0.0 ms (0%)","0.0 ms (0%)","46,507,870 ms (2.8%)","2,614,929 ms (3%)","19,480"
"org.hibernate.sql.results.jdbc.internal.DeferredResultSetAccess.<init> ()","0.0 ms (0%)","0.0 ms (0%)","115 ms (0%)","115 ms (0%)","1"
"org.hibernate.query.sqm.spi.BaseSemanticQueryWalker.consumeAttributeJoin ()","0.0 ms (0%)","0.0 ms (0%)","185 ms (0%)","185 ms (0%)","1"
"org.hibernate.query.sqm.spi.BaseSemanticQueryWalker.consumeExplicitJoin ()","0.0 ms (0%)","0.0 ms (0%)","185 ms (0%)","185 ms (0%)","1"
"org.hibernate.query.sqm.spi.BaseSemanticQueryWalker.lambda$consumeExplicitJoins$0 ()","0.0 ms (0%)","0.0 ms (0%)","185 ms (0%)","185 ms (0%)","1"
"org.hibernate.query.sqm.spi.BaseSemanticQueryWalker$$Lambda$2109.0x0000000801907928.accept ()","0.0 ms (0%)","0.0 ms (0%)","185 ms (0%)","185 ms (0%)","1"
"org.hibernate.query.sqm.tree.domain.AbstractSqmFrom.visitSqmJoins ()","0.0 ms (0%)","0.0 ms (0%)","185 ms (0%)","185 ms (0%)","1"
"org.hibernate.sql.results.graph.entity.internal.EntitySelectFetchInitializerBuilder.determineBatchMode ()","0.0 ms (0%)","0.0 ms (0%)","294 ms (0%)","294 ms (0%)","1"
"org.hibernate.sql.results.graph.entity.internal.EntitySelectFetchInitializerBuilder.createInitializer ()","0.0 ms (0%)","0.0 ms (0%)","294 ms (0%)","294 ms (0%)","1"
"org.hibernate.sql.results.internal.domain.CircularFetchImpl.buildEntitySelectFetchInitializer ()","0.0 ms (0%)","0.0 ms (0%)","294 ms (0%)","294 ms (0%)","1"
"org.hibernate.sql.results.internal.domain.CircularFetchImpl.createInitializer ()","0.0 ms (0%)","0.0 ms (0%)","294 ms (0%)","294 ms (0%)","1"
"org.hibernate.sql.results.graph.entity.internal.AbstractNonJoinedEntityFetch.createInitializer ()","0.0 ms (0%)","0.0 ms (0%)","294 ms (0%)","294 ms (0%)","2"
"org.hibernate.sql.results.internal.domain.CircularFetchImpl.createAssembler ()","0.0 ms (0%)","0.0 ms (0%)","294 ms (0%)","294 ms (0%)","1"
"com.example.sns_project.controller.PostController.getPostById ()","0.0 ms (0%)","0.0 ms (0%)","7,440,445 ms (0.5%)","237,042 ms (0.3%)","2,978"
"com.example.sns_project.service.PostService$$SpringCGLIB$$0.getPostById ()","0.0 ms (0%)","0.0 ms (0%)","7,446,429 ms (0.5%)","237,042 ms (0.3%)","2,980"
"org.apache.catalina.connector.Request.parseParameters ()","0.0 ms (0%)","0.0 ms (0%)","501 ms (0%)","501 ms (0%)","1"
"org.apache.catalina.connector.Request.getParameterValues ()","0.0 ms (0%)","0.0 ms (0%)","501 ms (0%)","501 ms (0%)","1"
"org.apache.catalina.connector.RequestFacade.getParameterValues ()","0.0 ms (0%)","0.0 ms (0%)","501 ms (0%)","501 ms (0%)","1"
"jakarta.servlet.ServletRequestWrapper.getParameterValues ()","0.0 ms (0%)","0.0 ms (0%)","501 ms (0%)","501 ms (0%)","4"
"com.fasterxml.jackson.databind.deser.BasicDeserializerFactory.createCollectionDeserializer ()","0.0 ms (0%)","0.0 ms (0%)","501 ms (0%)","501 ms (0%)","1"
"org.apache.coyote.http11.filters.IdentityOutputFilter.end ()","0.0 ms (0%)","0.0 ms (0%)","16.4 ms (0%)","16.4 ms (0%)","1"
"io.micrometer.core.instrument.LongTaskTimer$Builder.tags ()","0.0 ms (0%)","0.0 ms (0%)","799 ms (0%)","799 ms (0%)","2"
"com.fasterxml.jackson.databind.cfg.MapperConfig.constructType ()","0.0 ms (0%)","0.0 ms (0%)","602 ms (0%)","602 ms (0%)","1"
"io.netty.channel.AbstractChannelHandlerContext$WriteTask.newInstance ()","0.0 ms (0%)","0.0 ms (0%)","80.8 ms (0%)","80.8 ms (0%)","1"
"org.jboss.logging.Logger.tracef ()","0.0 ms (0%)","0.0 ms (0%)","608 ms (0%)","608 ms (0%)","1"
"org.hibernate.engine.transaction.internal.TransactionImpl.begin ()","0.0 ms (0%)","0.0 ms (0%)","21,683,537 ms (1.3%)","24,925 ms (0%)","9,051"
"org.hibernate.resource.transaction.backend.jdbc.internal.JdbcResourceLocalTransactionCoordinatorImpl$TransactionDriverControlImpl.begin ()","0.0 ms (0%)","0.0 ms (0%)","21,683,537 ms (1.3%)","24,925 ms (0%)","9,051"
"org.hibernate.resource.jdbc.internal.LogicalConnectionManagedImpl.begin ()","0.0 ms (0%)","0.0 ms (0%)","21,681,116 ms (1.3%)","22,504 ms (0%)","9,051"
"org.hibernate.resource.jdbc.internal.LogicalConnectionManagedImpl.getConnectionForTransactionManagement ()","0.0 ms (0%)","0.0 ms (0%)","21,649,088 ms (1.3%)","2,096 ms (0%)","9,029"
"org.hibernate.resource.jdbc.internal.LogicalConnectionManagedImpl.getPhysicalConnection ()","0.0 ms (0%)","0.0 ms (0%)","43,547,111 ms (2.6%)","5,318 ms (0%)","18,094"
"org.hibernate.resource.jdbc.internal.LogicalConnectionManagedImpl.acquireConnectionIfNeeded ()","0.0 ms (0%)","0.0 ms (0%)","43,547,111 ms (2.6%)","5,318 ms (0%)","18,094"
"org.hibernate.internal.NonContextualJdbcConnectionAccess.obtainConnection ()","0.0 ms (0%)","0.0 ms (0%)","43,547,111 ms (2.6%)","5,318 ms (0%)","18,094"
"org.hibernate.engine.jdbc.connections.internal.DatasourceConnectionProviderImpl.getConnection ()","0.0 ms (0%)","0.0 ms (0%)","43,547,111 ms (2.6%)","5,318 ms (0%)","18,094"
"com.zaxxer.hikari.HikariDataSource.getConnection ()","0.0 ms (0%)","0.0 ms (0%)","43,547,111 ms (2.6%)","5,318 ms (0%)","18,094"
"com.zaxxer.hikari.pool.HikariPool.getConnection ()","0.0 ms (0%)","0.0 ms (0%)","43,547,111 ms (2.6%)","5,318 ms (0%)","36,188"
"com.zaxxer.hikari.util.ConcurrentBag.borrow ()","0.0 ms (0%)","0.0 ms (0%)","43,545,821 ms (2.6%)","4,029 ms (0%)","18,094"
