"Name","Self Time","Self Time (CPU)","Total Time","Total Time (CPU)","Hits"
"org.hibernate.boot.internal.DefaultCustomEntityDirtinessStrategy.findDirty ()","977 ms (0%)","977 ms (0%)","977 ms (0%)","977 ms (0%)","2"
"org.apache.catalina.connector.RequestFacade.getAttribute ()","963 ms (0%)","963 ms (0%)","6,457 ms (0%)","6,457 ms (0%)","5"
"com.fasterxml.jackson.databind.deser.std.BaseNodeDeserializer._fromInt ()","936 ms (0%)","936 ms (0%)","936 ms (0%)","936 ms (0%)","1"
"io.netty.buffer.AbstractByteBuf.ensureWritable ()","936 ms (0%)","936 ms (0%)","936 ms (0%)","936 ms (0%)","1"
"org.apache.coyote.http11.Http11Processor.prepareRequestProtocol ()","904 ms (0%)","904 ms (0%)","904 ms (0%)","904 ms (0%)","1"
"com.fasterxml.jackson.core.util.BufferRecycler.releaseToPool ()","904 ms (0%)","904 ms (0%)","904 ms (0%)","904 ms (0%)","1"
"com.fasterxml.jackson.databind.deser.DeserializerCache.modifyTypeByAnnotation ()","894 ms (0%)","894 ms (0%)","894 ms (0%)","894 ms (0%)","1"
"org.mariadb.jdbc.BasePreparedStatement.setLong ()","894 ms (0%)","894 ms (0%)","12,870 ms (0%)","12,870 ms (0%)","2"
"org.hibernate.event.internal.DefaultFlushEntityEventListener.isUpdateNecessary ()","812 ms (0%)","812 ms (0%)","303,147 ms (0%)","303,147 ms (0%)","53"
"org.hibernate.type.CollectionType.isEqual ()","812 ms (0%)","812 ms (0%)","812 ms (0%)","812 ms (0%)","1"
"com.fasterxml.jackson.databind.introspect.AnnotatedClassResolver.resolveFully ()","812 ms (0%)","812 ms (0%)","12,835 ms (0%)","12,835 ms (0%)","6"
"org.hibernate.engine.internal.EntityEntryContext.getAssociatedManagedEntity ()","812 ms (0%)","812 ms (0%)","27,026 ms (0%)","27,026 ms (0%)","13"
"com.fasterxml.jackson.core.StreamReadConstraints.defaults ()","812 ms (0%)","812 ms (0%)","812 ms (0%)","812 ms (0%)","1"
"org.apache.coyote.http11.Http11Processor.getLog ()","812 ms (0%)","812 ms (0%)","812 ms (0%)","812 ms (0%)","1"
"com.fasterxml.jackson.core.json.UTF8StreamJsonParser.findName ()","812 ms (0%)","812 ms (0%)","812 ms (0%)","812 ms (0%)","1"
"org.hibernate.sql.results.internal.InitializersList$Builder.addInitializer ()","806 ms (0%)","806 ms (0%)","806 ms (0%)","806 ms (0%)","2"
"jakarta.servlet.ServletRequestWrapper.isAsyncSupported ()","797 ms (0%)","797 ms (0%)","797 ms (0%)","797 ms (0%)","3"
"org.hibernate.sql.results.jdbc.internal.JdbcValuesSourceProcessingStateStandardImpl.<init> ()","784 ms (0%)","784 ms (0%)","784 ms (0%)","784 ms (0%)","1"
"org.apache.coyote.AbstractProcessor.action ()","784 ms (0%)","784 ms (0%)","249,735 ms (0%)","249,735 ms (0%)","53"
"com.fasterxml.jackson.databind.introspect.AnnotatedClassResolver.resolve ()","784 ms (0%)","784 ms (0%)","13,620 ms (0%)","13,620 ms (0%)","7"
"com.fasterxml.jackson.core.JsonFactory._createParser ()","784 ms (0%)","784 ms (0%)","22,627 ms (0%)","22,627 ms (0%)","4"
"org.apache.tomcat.util.http.MimeHeaders.values ()","725 ms (0%)","725 ms (0%)","725 ms (0%)","725 ms (0%)","2"
"io.micrometer.common.KeyValues.dedup ()","719 ms (0%)","719 ms (0%)","719 ms (0%)","719 ms (0%)","1"
"org.apache.tomcat.util.net.NioEndpoint$Poller.run ()","701 ms (0%)","701 ms (0%)","666,911 ms (0%)","128,895 ms (0%)","1"
"org.hibernate.event.spi.MergeEvent.getResult ()","694 ms (0%)","694 ms (0%)","694 ms (0%)","694 ms (0%)","1"
"org.hibernate.engine.internal.StatefulPersistenceContext.getCollectionEntry ()","694 ms (0%)","694 ms (0%)","90,304 ms (0%)","90,304 ms (0%)","13"
"org.hibernate.query.sqm.sql.internal.AbstractSqlAstQueryNodeProcessingStateImpl.registerFromUsage ()","694 ms (0%)","694 ms (0%)","694 ms (0%)","694 ms (0%)","1"
"org.mariadb.jdbc.Statement.isClosed ()","694 ms (0%)","694 ms (0%)","694 ms (0%)","694 ms (0%)","1"
"org.hibernate.engine.internal.SessionEventListenerManagerImpl.dirtyCalculationStart ()","694 ms (0%)","694 ms (0%)","694 ms (0%)","694 ms (0%)","1"
"io.netty.buffer.AbstractByteBuf.checkRangeBounds ()","694 ms (0%)","694 ms (0%)","694 ms (0%)","694 ms (0%)","1"
"org.hibernate.sql.results.jdbc.internal.DeferredResultSetAccess.context ()","694 ms (0%)","694 ms (0%)","694 ms (0%)","694 ms (0%)","1"
"org.apache.catalina.connector.CoyoteAdapter.convertURI ()","676 ms (0%)","676 ms (0%)","676 ms (0%)","676 ms (0%)","1"
"org.apache.catalina.connector.ResponseFacade.getStatus ()","676 ms (0%)","676 ms (0%)","676 ms (0%)","676 ms (0%)","1"
"org.apache.tomcat.util.http.MimeHeaders.getHeader ()","619 ms (0%)","619 ms (0%)","47,006 ms (0%)","47,006 ms (0%)","11"
"org.hibernate.sql.results.graph.entity.internal.EntityFetchJoinedImpl.createInitializer ()","599 ms (0%)","599 ms (0%)","41,473 ms (0%)","40,967 ms (0%)","57"
"org.hibernate.LockOptions.makeCopy ()","599 ms (0%)","599 ms (0%)","599 ms (0%)","599 ms (0%)","1"
"org.hibernate.loader.ast.internal.MultiKeyLoadHelper.countIds ()","581 ms (0%)","581 ms (0%)","581 ms (0%)","581 ms (0%)","1"
"org.hibernate.event.internal.FlushVisitor.processCollection ()","526 ms (0%)","526 ms (0%)","158,891 ms (0%)","158,891 ms (0%)","37"
"org.apache.catalina.authenticator.AuthenticatorBase.invoke ()","509 ms (0%)","509 ms (0%)","42,079,621 ms (2.4%)","38,565,268 ms (2.9%)","3,646"
"com.example.sns_project.jwt.JwtUtil.generateToken ()","999 ms (0%)","505 ms (0%)","94,784 ms (0%)","93,708 ms (0%)","29"
"org.hibernate.engine.internal.Cascade.cascade ()","502 ms (0%)","502 ms (0%)","476,120 ms (0%)","476,120 ms (0%)","116"
"org.apache.tomcat.util.buf.AbstractChunk.isNull ()","502 ms (0%)","502 ms (0%)","502 ms (0%)","502 ms (0%)","1"
"org.hibernate.engine.internal.EntityEntryContext$EntityEntryCrossRefImpl.getKey ()","502 ms (0%)","502 ms (0%)","502 ms (0%)","502 ms (0%)","1"
"org.hibernate.sql.results.graph.collection.internal.SetInitializer.readCollectionRow ()","502 ms (0%)","502 ms (0%)","16,669 ms (0%)","16,669 ms (0%)","5"
"org.hibernate.engine.internal.EntityEntryContext$EntityEntryCrossRefImpl.getValue ()","502 ms (0%)","502 ms (0%)","502 ms (0%)","502 ms (0%)","2"
"org.mariadb.jdbc.Statement.<init> ()","502 ms (0%)","502 ms (0%)","502 ms (0%)","502 ms (0%)","1"
"io.micrometer.observation.ObservationHandler$FirstMatchingCompositeObservationHandler.onEvent ()","497 ms (0%)","497 ms (0%)","415,113 ms (0%)","415,113 ms (0%)","54"
"com.zaxxer.hikari.pool.HikariProxyResultSet.close ()","491 ms (0%)","491 ms (0%)","491 ms (0%)","491 ms (0%)","1"
"org.hibernate.internal.NonContextualJdbcConnectionAccess.releaseConnection ()","491 ms (0%)","491 ms (0%)","342,451 ms (0%)","298,406 ms (0%)","60"
"org.mariadb.jdbc.client.impl.StandardClient.execute ()","488 ms (0%)","488 ms (0%)","3,235,344 ms (0.2%)","1,740,857 ms (0.1%)","1,350"
"org.hibernate.sql.results.graph.collection.internal.CollectionDomainResult.getNavigablePath ()","488 ms (0%)","488 ms (0%)","488 ms (0%)","488 ms (0%)","1"
"org.hibernate.persister.collection.AbstractCollectionPersister.getCollectionLoader ()","488 ms (0%)","488 ms (0%)","488 ms (0%)","488 ms (0%)","1"
"org.hibernate.event.internal.DefaultFlushEntityEventListener.getValues ()","488 ms (0%)","488 ms (0%)","338,563 ms (0%)","338,563 ms (0%)","59"
"org.hibernate.sql.results.graph.FetchParentAccess.determineOwnedModelPartDeclaringType ()","488 ms (0%)","488 ms (0%)","11,875 ms (0%)","11,875 ms (0%)","2"
"org.hibernate.engine.internal.AbstractEntityEntry.isModifiableEntity ()","488 ms (0%)","488 ms (0%)","7,822 ms (0%)","7,822 ms (0%)","2"
"org.hibernate.query.sqm.sql.BaseSqmToSqlAstConverter.getSqlAstCreationState ()","488 ms (0%)","488 ms (0%)","488 ms (0%)","488 ms (0%)","1"
"org.hibernate.query.sqm.internal.SimpleSqmCopyContext.getCopy ()","407 ms (0%)","407 ms (0%)","407 ms (0%)","407 ms (0%)","1"
"com.fasterxml.jackson.databind.deser.DeserializerCache._hasCustomHandlers ()","407 ms (0%)","407 ms (0%)","407 ms (0%)","407 ms (0%)","1"
"com.fasterxml.jackson.databind.deser.std.BaseNodeDeserializer$ContainerStack.push ()","407 ms (0%)","407 ms (0%)","407 ms (0%)","407 ms (0%)","1"
"com.fasterxml.jackson.databind.util.internal.PrivateMaxEntriesMap$Builder.build ()","407 ms (0%)","407 ms (0%)","27,756 ms (0%)","27,756 ms (0%)","6"
"org.hibernate.engine.internal.StatefulPersistenceContext.addEntry ()","405 ms (0%)","405 ms (0%)","308,116 ms (0%)","308,116 ms (0%)","48"
"com.fasterxml.jackson.databind.util.TypeKey.typedHash ()","400 ms (0%)","400 ms (0%)","400 ms (0%)","400 ms (0%)","1"
"org.apache.catalina.mapper.Mapper.compareIgnoreCase ()","399 ms (0%)","399 ms (0%)","399 ms (0%)","399 ms (0%)","1"
"org.hibernate.sql.results.jdbc.internal.JdbcValuesSourceProcessingStateStandardImpl.finishLoadingCollections ()","399 ms (0%)","399 ms (0%)","702,985 ms (0%)","702,985 ms (0.1%)","163"
"org.hibernate.engine.spi.EntityKey.sameIdentifier ()","399 ms (0%)","399 ms (0%)","28,664 ms (0%)","28,664 ms (0%)","13"
"io.lettuce.core.protocol.RedisStateMachine.addHead ()","399 ms (0%)","399 ms (0%)","399 ms (0%)","399 ms (0%)","1"
"org.hibernate.engine.spi.BatchFetchQueue.removeBatchLoadableEntityKey ()","399 ms (0%)","399 ms (0%)","399 ms (0%)","399 ms (0%)","1"
"org.apache.tomcat.util.collections.SynchronizedStack.pop ()","392 ms (0%)","392 ms (0%)","392 ms (0%)","392 ms (0%)","1"
"com.fasterxml.jackson.core.base.ParserBase.resetInt ()","392 ms (0%)","392 ms (0%)","392 ms (0%)","392 ms (0%)","1"
"jakarta.servlet.http.HttpServletResponseWrapper.addHeader ()","392 ms (0%)","392 ms (0%)","6,247 ms (0%)","6,247 ms (0%)","7"
"org.hibernate.metamodel.model.domain.internal.EntityPersisterConcurrentMap.get ()","392 ms (0%)","392 ms (0%)","16,223 ms (0%)","16,223 ms (0%)","2"
"io.jsonwebtoken.impl.crypto.DefaultSignerFactory.createSigner ()","324 ms (0%)","324 ms (0%)","324 ms (0%)","324 ms (0%)","17"
"org.mariadb.jdbc.client.socket.impl.PacketReader.readReusablePacket ()","302 ms (0%)","302 ms (0%)","1,741,245 ms (0.1%)","260,318 ms (0%)","533"
"org.hibernate.sql.results.graph.entity.AbstractEntityInitializer.resolveToOptionalInstance ()","302 ms (0%)","302 ms (0%)","302 ms (0%)","302 ms (0%)","1"
"org.apache.catalina.core.StandardContext.findFilterConfig ()","300 ms (0%)","300 ms (0%)","300 ms (0%)","300 ms (0%)","1"
"org.apache.catalina.core.StandardContext.getSessionCookieName ()","298 ms (0%)","298 ms (0%)","298 ms (0%)","298 ms (0%)","1"
"org.apache.catalina.core.ApplicationFilterConfig.getFilterName ()","298 ms (0%)","298 ms (0%)","298 ms (0%)","298 ms (0%)","1"
"org.apache.catalina.core.ApplicationContext.getSessionCookieConfig ()","298 ms (0%)","298 ms (0%)","298 ms (0%)","298 ms (0%)","1"
"org.apache.catalina.connector.RequestFacade.getContextPath ()","298 ms (0%)","298 ms (0%)","298 ms (0%)","298 ms (0%)","1"
"org.apache.catalina.connector.Request.getMethod ()","298 ms (0%)","298 ms (0%)","184,636 ms (0%)","184,636 ms (0%)","17"
"org.mariadb.jdbc.ServerPreparedStatement.executeQuery ()","292 ms (0%)","292 ms (0%)","1,684,315 ms (0.1%)","1,036,444 ms (0.1%)","467"
"com.fasterxml.jackson.databind.ser.BeanPropertyWriter.serializeAsField ()","292 ms (0%)","292 ms (0%)","44,205 ms (0%)","44,205 ms (0%)","30"
"com.fasterxml.jackson.databind.ser.BeanSerializer.serialize ()","290 ms (0%)","290 ms (0%)","46,581 ms (0%)","46,581 ms (0%)","32"
"org.hibernate.internal.util.collections.LinkedIdentityHashMap.<init> ()","286 ms (0%)","286 ms (0%)","286 ms (0%)","286 ms (0%)","1"
"org.hibernate.collection.spi.PersistentSet.isEmpty ()","286 ms (0%)","286 ms (0%)","239,896 ms (0%)","217,108 ms (0%)","56"
"org.hibernate.engine.jdbc.internal.MutationStatementPreparerImpl.<init> ()","204 ms (0%)","204 ms (0%)","204 ms (0%)","204 ms (0%)","1"
"io.netty.channel.DefaultChannelPipeline.access$600 ()","204 ms (0%)","204 ms (0%)","204 ms (0%)","204 ms (0%)","1"
"io.micrometer.core.instrument.distribution.DistributionStatisticConfig$Builder.validate ()","202 ms (0%)","202 ms (0%)","202 ms (0%)","202 ms (0%)","1"
"org.apache.catalina.mapper.Mapper.internalMapWrapper ()","199 ms (0%)","199 ms (0%)","199 ms (0%)","199 ms (0%)","2"
"io.micrometer.core.instrument.Tags.tagsEqual ()","198 ms (0%)","198 ms (0%)","198 ms (0%)","198 ms (0%)","2"
"org.hibernate.tuple.entity.EntityMetamodel.hasSubclasses ()","196 ms (0%)","196 ms (0%)","196 ms (0%)","196 ms (0%)","1"
"org.hibernate.engine.spi.SessionFactoryImplementor.getMappingMetamodel ()","196 ms (0%)","196 ms (0%)","196 ms (0%)","196 ms (0%)","1"
"org.hibernate.sql.results.jdbc.internal.DeferredResultSetAccess.getResultSet ()","185 ms (0%)","185 ms (0%)","1,957,325 ms (0.1%)","1,185,372 ms (0.1%)","511"
"org.hibernate.engine.spi.BatchFetchQueue.addBatchLoadableCollection ()","185 ms (0%)","185 ms (0%)","476,113 ms (0%)","476,113 ms (0%)","79"
"org.hibernate.engine.spi.LoadQueryInfluencers.effectivelyBatchLoadable ()","185 ms (0%)","185 ms (0%)","185 ms (0%)","185 ms (0%)","1"
"org.hibernate.query.sqm.sql.BaseSqmToSqlAstConverter.consumeSqmParameter ()","180 ms (0%)","180 ms (0%)","180 ms (0%)","180 ms (0%)","2"
"io.netty.buffer.AbstractByteBuf.writeByte ()","180 ms (0%)","180 ms (0%)","285 ms (0%)","285 ms (0%)","2"
"org.hibernate.event.internal.AbstractFlushingEventListener$$Lambda$2717.0x0000000801b22b98.accept ()","178 ms (0%)","178 ms (0%)","1,101,470 ms (0.1%)","1,101,470 ms (0.1%)","209"
"org.apache.catalina.connector.ResponseFacade.isCommitted ()","178 ms (0%)","178 ms (0%)","178 ms (0%)","178 ms (0%)","1"
"com.example.sns_project.service.NotificationService$$SpringCGLIB$$0.sendCommentNotification ()","177 ms (0%)","177 ms (0%)","177 ms (0%)","177 ms (0%)","1"
"org.hibernate.query.spi.AbstractCommonQueryContract.<init> ()","177 ms (0%)","177 ms (0%)","177 ms (0%)","177 ms (0%)","1"
"org.mariadb.jdbc.codec.Parameter.getBinaryEncodeType ()","124 ms (0%)","124 ms (0%)","124 ms (0%)","124 ms (0%)","1"
"org.hibernate.sql.results.graph.entity.AbstractEntityResultGraphNode.getResultJavaType ()","124 ms (0%)","124 ms (0%)","124 ms (0%)","124 ms (0%)","1"
"org.apache.coyote.AbstractProtocol$ConnectionHandler.getLog ()","107 ms (0%)","107 ms (0%)","107 ms (0%)","107 ms (0%)","1"
"org.apache.coyote.http11.Http11InputBuffer.parseRequestLine ()","106 ms (0%)","106 ms (0%)","37,428 ms (0%)","37,428 ms (0%)","11"
"org.hibernate.engine.jdbc.internal.MutationStatementPreparerImpl.prepareStatement ()","105 ms (0%)","105 ms (0%)","423 ms (0%)","211 ms (0%)","4"
"io.netty.buffer.UnpooledDirectByteBuf.getBytes ()","105 ms (0%)","105 ms (0%)","105 ms (0%)","105 ms (0%)","1"
"com.fasterxml.jackson.databind.cfg.MapperConfig.<init> ()","105 ms (0%)","105 ms (0%)","105 ms (0%)","105 ms (0%)","1"
"org.hibernate.metamodel.mapping.EntityMappingType.getSubclassId ()","105 ms (0%)","105 ms (0%)","105 ms (0%)","105 ms (0%)","1"
"io.netty.buffer.PooledUnsafeDirectByteBuf.addr ()","104 ms (0%)","104 ms (0%)","104 ms (0%)","104 ms (0%)","1"
"io.micrometer.observation.Observation$Context.addLowCardinalityKeyValue ()","103 ms (0%)","103 ms (0%)","15,462 ms (0%)","15,462 ms (0%)","3"
"org.apache.catalina.mapper.Mapper.map ()","102 ms (0%)","102 ms (0%)","12,887 ms (0%)","12,887 ms (0%)","7"
"org.hibernate.engine.internal.ManagedTypeHelper.processIfPersistentAttributeInterceptable ()","102 ms (0%)","102 ms (0%)","102 ms (0%)","102 ms (0%)","1"
"org.hibernate.metamodel.model.domain.internal.BasicSqmPathSource.getSqmPathType ()","102 ms (0%)","102 ms (0%)","102 ms (0%)","102 ms (0%)","1"
"io.netty.buffer.ByteBufUtil.<clinit> ()","102 ms (0%)","102 ms (0%)","102 ms (0%)","102 ms (0%)","1"
"io.jsonwebtoken.impl.DefaultJwtBuilder.signWith ()","101 ms (0%)","101 ms (0%)","505 ms (0%)","202 ms (0%)","5"
"org.hibernate.query.sqm.tree.select.SqmQuerySpec.collectSelectedFromSet ()","99.5 ms (0%)","99.5 ms (0%)","99.5 ms (0%)","99.5 ms (0%)","1"
"org.hibernate.resource.jdbc.spi.PhysicalConnectionHandlingMode.getReleaseMode ()","96.8 ms (0%)","96.8 ms (0%)","96.8 ms (0%)","96.8 ms (0%)","1"
"org.hibernate.action.internal.AbstractEntityInsertAction.makeEntityManaged ()","96.6 ms (0%)","96.6 ms (0%)","772 ms (0%)","772 ms (0%)","2"
"org.apache.catalina.connector.Response.isCommitted ()","96.6 ms (0%)","96.6 ms (0%)","96.6 ms (0%)","96.6 ms (0%)","1"
"org.hibernate.action.internal.EntityIdentityInsertAction.postInsert ()","96.6 ms (0%)","96.6 ms (0%)","96.6 ms (0%)","96.6 ms (0%)","1"
"org.hibernate.collection.spi.AbstractPersistentCollection$IteratorProxy.<init> ()","95.9 ms (0%)","95.9 ms (0%)","95.9 ms (0%)","95.9 ms (0%)","1"
"org.hibernate.sql.results.internal.SqlSelectionImpl.resolve ()","94.5 ms (0%)","94.5 ms (0%)","94.5 ms (0%)","94.5 ms (0%)","1"
"org.hibernate.engine.internal.AbstractEntityEntry.<init> ()","94.5 ms (0%)","94.5 ms (0%)","94.5 ms (0%)","94.5 ms (0%)","1"
"com.fasterxml.jackson.databind.deser.impl.JDKValueInstantiators$ArrayListInstantiator.createUsingDefault ()","94.5 ms (0%)","94.5 ms (0%)","94.5 ms (0%)","94.5 ms (0%)","1"
"org.hibernate.engine.spi.CascadeStyles$BaseCascadeStyle.reallyDoCascade ()","94.2 ms (0%)","94.2 ms (0%)","94.2 ms (0%)","94.2 ms (0%)","1"
"org.apache.tomcat.util.net.SocketProperties.getAppReadBufSize ()","93.1 ms (0%)","93.1 ms (0%)","93.1 ms (0%)","93.1 ms (0%)","1"
"org.apache.coyote.http11.Http11Processor.flush ()","93.1 ms (0%)","93.1 ms (0%)","82,693 ms (0%)","82,693 ms (0%)","21"
"com.fasterxml.jackson.databind.type.TypeBindings$TypeParamStash.paramsFor2 ()","93.1 ms (0%)","93.1 ms (0%)","93.1 ms (0%)","93.1 ms (0%)","1"
"com.fasterxml.jackson.databind.util.TypeKey.<init> ()","93.1 ms (0%)","93.1 ms (0%)","93.1 ms (0%)","93.1 ms (0%)","1"
"io.netty.util.HashedWheelTimer$Worker.run ()","55.8 ms (0%)","55.8 ms (0%)","666,803 ms (0%)","1,457 ms (0%)","1"
"org.apache.tomcat.util.threads.ThreadPoolExecutor.stopCurrentThreadIfNeeded ()","24.8 ms (0%)","24.8 ms (0%)","24.8 ms (0%)","24.8 ms (0%)","1"
"org.hibernate.engine.internal.NaturalIdResolutionsImpl.unStashInvalidNaturalIdReferences ()","24.0 ms (0%)","24.0 ms (0%)","24.0 ms (0%)","24.0 ms (0%)","1"
"com.example.sns_project.controller.AuthController.login ()","38.1 ms (0%)","19.0 ms (0%)","16,417,179 ms (0.9%)","16,036,585 ms (1.2%)","2,187"
"org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run ()","0.0 ms (0%)","0.0 ms (0%)","98,964,571 ms (5.7%)","40,498,646 ms (3%)","202"
"org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run ()","0.0 ms (0%)","0.0 ms (0%)","97,630,964 ms (5.6%)","40,431,700 ms (3%)","200"
"org.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker ()","0.0 ms (0%)","0.0 ms (0%)","97,630,964 ms (5.6%)","40,431,700 ms (3%)","200"
"org.apache.tomcat.util.threads.ThreadPoolExecutor.getTask ()","0.0 ms (0%)","0.0 ms (0%)","53,541,310 ms (3.1%)","109,131 ms (0%)","3,666"
"org.apache.tomcat.util.threads.TaskQueue.take ()","0.0 ms (0%)","0.0 ms (0%)","1,141,770 ms (0.1%)","0.0 ms (0%)","40"
"org.apache.catalina.core.ApplicationFilterFactory.createFilterChain ()","0.0 ms (0%)","0.0 ms (0%)","300 ms (0%)","300 ms (0%)","1"
"org.apache.tomcat.util.net.Acceptor.run ()","0.0 ms (0%)","0.0 ms (0%)","666,911 ms (0%)","26,943 ms (0%)","1"
"org.apache.tomcat.util.net.NioEndpoint.serverSocketAccept ()","0.0 ms (0%)","0.0 ms (0%)","648,171 ms (0%)","8,202 ms (0%)","18"
"org.apache.catalina.core.StandardEngine.getRealm ()","0.0 ms (0%)","0.0 ms (0%)","509 ms (0%)","509 ms (0%)","1"
"org.apache.catalina.core.ContainerBase.getRealm ()","0.0 ms (0%)","0.0 ms (0%)","509 ms (0%)","509 ms (0%)","3"
"org.apache.catalina.core.StandardServer.await ()","0.0 ms (0%)","0.0 ms (0%)","666,803 ms (0%)","0.0 ms (0%)","1"
"io.netty.util.concurrent.FastThreadLocalRunnable.run ()","0.0 ms (0%)","0.0 ms (0%)","1,235,403 ms (0.1%)","174,392 ms (0%)","2"
"io.netty.util.HashedWheelTimer$Worker.waitForNextTick ()","0.0 ms (0%)","0.0 ms (0%)","665,345 ms (0%)","0.0 ms (0%)","6"
"org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun ()","0.0 ms (0%)","0.0 ms (0%)","44,080,325 ms (2.5%)","40,313,240 ms (3%)","3,598"
"org.apache.coyote.AbstractProtocol$ConnectionHandler.process ()","0.0 ms (0%)","0.0 ms (0%)","44,075,794 ms (2.5%)","40,308,709 ms (3%)","3,597"
"org.apache.coyote.AbstractProcessorLight.process ()","0.0 ms (0%)","0.0 ms (0%)","43,641,474 ms (2.5%)","40,127,121 ms (3%)","3,620"
"org.apache.coyote.http11.Http11Processor.service ()","0.0 ms (0%)","0.0 ms (0%)","43,634,140 ms (2.5%)","40,119,787 ms (3%)","3,621"
"org.apache.catalina.connector.CoyoteAdapter.postParseRequest ()","0.0 ms (0%)","0.0 ms (0%)","22,583 ms (0%)","22,583 ms (0%)","11"
"org.apache.catalina.mapper.Mapper.internalMap ()","0.0 ms (0%)","0.0 ms (0%)","12,785 ms (0%)","12,785 ms (0%)","6"
"org.apache.catalina.core.StandardEngineValve.invoke ()","0.0 ms (0%)","0.0 ms (0%)","42,138,647 ms (2.4%)","38,624,294 ms (2.9%)","3,649"
"org.apache.catalina.valves.ErrorReportValve.invoke ()","0.0 ms (0%)","0.0 ms (0%)","42,138,647 ms (2.4%)","38,624,294 ms (2.9%)","3,649"
"org.apache.catalina.core.StandardContextValve.invoke ()","0.0 ms (0%)","0.0 ms (0%)","42,078,602 ms (2.4%)","38,564,249 ms (2.9%)","3,644"
"org.apache.catalina.core.StandardWrapperValve.invoke ()","0.0 ms (0%)","0.0 ms (0%)","42,078,602 ms (2.4%)","38,564,249 ms (2.9%)","3,644"
"org.apache.catalina.core.ApplicationFilterChain.doFilter ()","0.0 ms (0%)","0.0 ms (0%)","42,119,457 ms (2.4%)","38,605,104 ms (2.9%)","29,310"
"org.hibernate.engine.spi.CascadeStyles$MultipleCascadeStyle.reallyDoCascade ()","0.0 ms (0%)","0.0 ms (0%)","94.2 ms (0%)","94.2 ms (0%)","1"
"org.mariadb.jdbc.message.server.ColumnDefinitionPacket.getColumnAlias ()","0.0 ms (0%)","0.0 ms (0%)","461 ms (0%)","461 ms (0%)","1"
"org.mariadb.jdbc.client.result.ResultSetMetaData.getColumnLabel ()","0.0 ms (0%)","0.0 ms (0%)","461 ms (0%)","461 ms (0%)","1"
"org.hibernate.dialect.ColumnAliasExtractor$$Lambda$2927.0x0000000801b618a8.extractColumnAlias ()","0.0 ms (0%)","0.0 ms (0%)","461 ms (0%)","461 ms (0%)","1"
"org.hibernate.sql.results.jdbc.internal.AbstractResultSetAccess.resolveColumnName ()","0.0 ms (0%)","0.0 ms (0%)","461 ms (0%)","461 ms (0%)","1"
"org.jboss.logging.DelegatingBasicLogger.trace ()","0.0 ms (0%)","0.0 ms (0%)","393 ms (0%)","393 ms (0%)","1"
"org.hibernate.internal.SessionImpl.requireEntityPersister ()","0.0 ms (0%)","0.0 ms (0%)","392 ms (0%)","392 ms (0%)","1"
"org.hibernate.internal.SessionImpl.byId ()","0.0 ms (0%)","0.0 ms (0%)","392 ms (0%)","392 ms (0%)","1"
"com.fasterxml.jackson.core.json.UTF8StreamJsonParser._parseUnsignedNumber ()","0.0 ms (0%)","0.0 ms (0%)","392 ms (0%)","392 ms (0%)","1"
"org.hibernate.sql.results.jdbc.internal.JdbcValuesSourceProcessingStateStandardImpl.registerLoadingCollection ()","0.0 ms (0%)","0.0 ms (0%)","109 ms (0%)","109 ms (0%)","1"
"org.hibernate.sql.results.graph.collection.internal.AbstractImmediateCollectionInitializer.takeResponsibility ()","0.0 ms (0%)","0.0 ms (0%)","109 ms (0%)","109 ms (0%)","1"
"org.hibernate.sql.results.graph.collection.internal.AbstractImmediateCollectionInitializer.resolveInstance ()","0.0 ms (0%)","0.0 ms (0%)","109 ms (0%)","109 ms (0%)","1"
"io.micrometer.common.KeyValues.<init> ()","0.0 ms (0%)","0.0 ms (0%)","1,303 ms (0%)","1,303 ms (0%)","3"
"org.apache.commons.logging.impl.SLF4JLocationAwareLog.isTraceEnabled ()","0.0 ms (0%)","0.0 ms (0%)","83.7 ms (0%)","83.7 ms (0%)","1"
"com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer.createRoot ()","0.0 ms (0%)","0.0 ms (0%)","1,004 ms (0%)","1,004 ms (0%)","2"
"org.apache.catalina.connector.Response.getHeader ()","0.0 ms (0%)","0.0 ms (0%)","20.5 ms (0%)","20.5 ms (0%)","1"
"org.apache.catalina.connector.ResponseFacade.getHeader ()","0.0 ms (0%)","0.0 ms (0%)","20.5 ms (0%)","20.5 ms (0%)","1"
"jakarta.servlet.http.HttpServletResponseWrapper.getHeader ()","0.0 ms (0%)","0.0 ms (0%)","20.5 ms (0%)","20.5 ms (0%)","5"
"org.hibernate.sql.results.jdbc.internal.JdbcValuesResultSetImpl.readCurrentRowValues ()","0.0 ms (0%)","0.0 ms (0%)","581 ms (0%)","581 ms (0%)","1"
"org.hibernate.sql.results.jdbc.internal.JdbcValuesResultSetImpl.advance ()","0.0 ms (0%)","0.0 ms (0%)","581 ms (0%)","581 ms (0%)","1"
"org.hibernate.query.internal.ParameterMetadataImpl.<init> ()","0.0 ms (0%)","0.0 ms (0%)","286 ms (0%)","286 ms (0%)","1"
